Flow Key,Flow Name,Amount,Unit,Categories,Type,Category,Mass_Equivalent_kg,Energy_Equivalent_MJ,Water_Mass_Equivalent_kg,kg_Factor,MJ_Factor,kg_water_factor,Mass_Water_Equivalent_kg
"('ecoinvent-3.12-biosphere', '71525276-3417-4d4b-9af8-0baa265de4a2')",Dimethenamide,5.76654225757944e-12,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),5.76654225757944e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'bfa26b15-5340-441e-acb4-0bb19a4028d3')","Hydrocarbons, aliphatic, alkanes, unspecified",0.0001803139478646153,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),0.0001803139478646153,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'de235b64-057e-5ca3-8bad-0bbd0afce717')",Thiram,3.270180457573056e-20,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),3.270180457573056e-20,,,1.0,,,
"('ecoinvent-3.12-biosphere', '14ea575b-5caa-4958-acf7-0bcc47f9cadf')",Carbon,2.860620538315518e-07,kilogram,"('soil',)",emission,Waste Emissions (W),2.860620538315518e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '541b633c-17a3-4047-bce6-0c0e4fdb7c10')",Zinc II,1.8246883222199826e-06,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),1.8246883222199826e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', '240177d8-6f3b-43f5-8d1e-0c18114dfa02')",Barium,0.004419330220748015,kilogram,"('natural resource', 'in ground')",natural resource,Natural Resources (V),0.004419330220748015,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'ef06f2a4-4b8c-4740-9e06-0c2126d1839a')",Methyl acetate,2.237908423648705e-11,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),2.237908423648705e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', '493d1ae0-4f36-4279-9c5e-0c40fb029950')",Urea,2.1040332606273714e-10,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),2.1040332606273714e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', '1febb3ea-a4ee-4b7d-a6e7-0c4b6da28188')",Cyanide,-8.667287006874942e-08,kilogram,"('water', 'ocean')",emission,Waste Emissions (W),8.667287006874942e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '6d1eced4-e8df-510f-aa95-0c5b9686dee3')",Imidacloprid,2.198429126355679e-12,kilogram,"('water', 'ground-')",emission,Waste Emissions (W),2.198429126355679e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'ea5789d9-c0f9-4aeb-9df9-0caaf211534b')",o-Chlorotoluene,-9.83047275028568e-09,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),9.83047275028568e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '9e5974ca-3a85-5be7-875a-0ce3f296cdd9')",Benalaxyl-M,3.407234376976291e-15,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),3.407234376976291e-15,,,1.0,,,
"('ecoinvent-3.12-biosphere', '1be475e0-ccef-4145-98e0-0d47c570a71b')",Selenium IV,-4.4583117526958735e-08,kilogram,"('water', 'ground-')",emission,Waste Emissions (W),4.4583117526958735e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'ddecd275-57d5-5ef3-ad34-0db1150d2f79')",Mesotrione,8.306808256810643e-17,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),8.306808256810643e-17,,,1.0,,,
"('ecoinvent-3.12-biosphere', '780e4e14-bd5b-408c-8304-0db2033561a7')",Lambda-cyhalothrin,9.384110563431979e-17,kilogram,"('water', 'ground-')",emission,Waste Emissions (W),9.384110563431979e-17,,,1.0,,,
"('ecoinvent-3.12-biosphere', '06f0a67c-ec68-435d-8c32-0decd79a4a1a')","Aldehydes, unspecified",1.5121325413517192e-11,kilogram,"('air',)",emission,Waste Emissions (W),1.5121325413517192e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', '95ad40ec-c34b-49fc-a7dc-0e13172ac105')",Barium II,1.9334423525899733e-05,kilogram,"('water', 'ocean')",emission,Waste Emissions (W),1.9334423525899733e-05,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'aca1714f-0040-4a65-a73a-0e38aa9f50f4')","Occupation, forest, intensive",-0.6948201384712163,square meter-year,"('natural resource', 'land')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', 'efcbf9d2-3270-5429-a427-0e524d459d95')",Haloxyfop-ethoxyethyl,1.3578138515037779e-15,kilogram,"('water',)",emission,Waste Emissions (W),1.3578138515037779e-15,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'efd3798a-ff6b-46ef-b408-0e74d80548cc')",Atrazine,3.304376661792195e-09,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),3.304376661792195e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '3eca47eb-0bf4-5381-bc15-0e85d67e4bb5')",Difenoconazole,9.330686631607055e-13,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),9.330686631607055e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', '399b496b-b590-4c48-ba34-0e8f18b5baff')",Nitrogen dioxide,5.32095579367235e-12,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),5.32095579367235e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', '7a16b680-6d9a-4db3-a23e-0ec64aca5995')","Transformation, to pasture, man made",1.3831386493241288e-05,square meter,"('natural resource', 'land')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', 'a46af3f1-bb74-565e-a078-0ef7aecb96e6')","Pesticides, unspecified",1.4922110464116404e-12,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),1.4922110464116404e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'a794b444-2b77-4449-8592-0efda101b0c2')",Paraquat,-5.4775061248762434e-14,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),5.4775061248762434e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'da294b11-7bb3-50be-bd68-0f0cb0834565')",Amidosulfuron,-5.778925866541641e-17,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),5.778925866541641e-17,,,1.0,,,
"('ecoinvent-3.12-biosphere', '42620169-5cc9-519b-a737-0f0d7a2083b2')",Chlorothalonil,5.001880457005591e-16,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),5.001880457005591e-16,,,1.0,,,
"('ecoinvent-3.12-biosphere', '9bebedc1-d722-4dcd-bf4a-0f25da82eaa6')",Propiconazole,4.2663202713906595e-17,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),4.2663202713906595e-17,,,1.0,,,
"('ecoinvent-3.12-biosphere', '23e83c1f-07c9-4b5f-a898-0f4f09a6691f')","Wood, unspecified, standing",5.237003752574094e-12,cubic meter,"('natural resource', 'biotic')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', 'f157b88d-f288-473c-8b03-0f97b58235ff')","Transformation, to urban/industrial fallow (non-use)",3.060785750856871e-08,square meter,"('natural resource', 'land')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', '4b682e57-1ec6-52c7-b95b-0faadac57ec1')",Phosphorous acid,1.7243815711693712e-13,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),1.7243815711693712e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'a6f5d736-864f-52ad-8298-1006f30ef7cf')",Spiroxamine,8.016756746193331e-13,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),8.016756746193331e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'fdda4f8e-b620-4df6-92a9-101a251d2f42')","Transformation, to heterogeneous, agricultural",2.4543707500135458e-05,square meter,"('natural resource', 'land')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', '1f4afa32-a9a2-40da-8396-104452cb637f')",Acenaphthene,8.442557280781575e-11,kilogram,"('air',)",emission,Waste Emissions (W),8.442557280781575e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', '9e253ace-bf5e-40f2-b9d3-104595b327e4')",Fludioxonil,-8.591848350483379e-14,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),8.591848350483379e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'fa39136e-1ef6-43c1-af68-104da104568d')",Antimony ion,7.474224515907553e-11,kilogram,"('air', 'low population density, long-term')",emission,Waste Emissions (W),7.474224515907553e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', '775fdf03-b0bb-5c25-b14d-107231d5b2f0')",Tantalum,1.2095580661003239e-07,kilogram,"('natural resource', 'in ground')",natural resource,Natural Resources (V),1.2095580661003239e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '9beb60a3-3a8c-4345-9a0e-107eec2f709f')",Propane,4.6089042172412825e-05,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),4.6089042172412825e-05,,,1.0,,,
"('ecoinvent-3.12-biosphere', '1db03c4f-9724-4ea9-9d8d-10825f97da44')",Benzo(k)fluoranthene,1.317170751390949e-09,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),1.317170751390949e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '2f2450fa-6720-4b59-9876-10a9ee843958')",Propionic acid,2.5496928431941936e-12,kilogram,"('water',)",emission,Waste Emissions (W),2.5496928431941936e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', '024c9722-1e88-412b-8c4b-10c532be8dca')","Coal, brown",-0.19885188955190553,kilogram,"('natural resource', 'in ground')",natural resource,Natural Resources (V),0.19885188955190553,1.9686337065638648,,1.0,9.9,,
"('ecoinvent-3.12-biosphere', '33b38ccb-593b-4b11-b965-10d747ba3556')","NMVOC, non-methane volatile organic compounds",0.002459724815690707,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),0.002459724815690707,,,1.0,,,
"('ecoinvent-3.12-biosphere', '56d00bcd-9da1-4486-bfe6-10dc0f1d4575')",Dimethylamine,5.276376822010282e-10,kilogram,"('air',)",emission,Waste Emissions (W),5.276376822010282e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'e5175870-93a8-5b9a-bd07-10e5cee5d424')",Bifenthrin,1.3554708566711895e-19,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),1.3554708566711895e-19,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'c7cb5880-4219-4051-9357-10fdd08c6f2b')","Occupation, unspecified",1.877520809207393e-06,square meter-year,"('natural resource', 'land')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', 'c492ac36-a5e1-446c-92c5-110a55654a80')",Chrysene,3.037547000709386e-15,kilogram,"('air',)",emission,Waste Emissions (W),3.037547000709386e-15,,,1.0,,,
"('ecoinvent-3.12-biosphere', '50e3609f-8af5-499e-9331-111172327691')",Methylcyclohexane,8.56686340305581e-12,kilogram,"('water',)",emission,Waste Emissions (W),8.56686340305581e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', '93ab9ad5-b4eb-5e01-b9e1-1128c146a5d4')",Thiabendazole,5.322152306372656e-16,kilogram,"('water',)",emission,Waste Emissions (W),5.322152306372656e-16,,,1.0,,,
"('ecoinvent-3.12-biosphere', '5d4b497b-d265-42d1-a41a-113785a6d694')",Beryllium II,1.4807133415138963e-10,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),1.4807133415138963e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', '86d12e70-0c64-4ecf-ba52-114fa0c5d402')",Carbon tetrachloride,5.2887674854693505e-11,kilogram,"('air',)",emission,Waste Emissions (W),5.2887674854693505e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'e1785dee-a0ad-44dd-a647-11665a0947dd')",Succinic acid,1.0927268031340378e-12,kilogram,"('water',)",emission,Waste Emissions (W),1.0927268031340378e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', '18fb2184-d78e-467f-9eac-116bd534739f')","Pesticides, unspecified",1.0667638191444443e-10,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),1.0667638191444443e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'e61443a5-41b6-4407-a1cd-116bdfb38a67')",Organic carbon,1.1720695246537946e-08,kilogram,"('soil',)",emission,Waste Emissions (W),1.1720695246537946e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'f55e2203-ef91-50bf-8f5a-119bb210522c')",Gadolinium,1.0122855658327895e-09,kilogram,"('natural resource', 'in ground')",natural resource,Natural Resources (V),1.0122855658327895e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '732654a0-46e1-5bd0-a5c0-119d3cf9e3af')",Lenacil,3.428396808255957e-19,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),3.428396808255957e-19,,,1.0,,,
"('ecoinvent-3.12-biosphere', '1c389e81-9f9d-4e52-a6e9-11cc6b73d90d')",Fluorine,7.215925762626897e-10,kilogram,"('air',)",emission,Waste Emissions (W),7.215925762626897e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'bc878fc6-d8a0-462f-91e1-11fb93b7928d')",Dicamba,2.833009645082161e-13,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),2.833009645082161e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', '7e7dafac-5f96-495c-8a34-11fdc6e9f4e8')",Triadimenol,6.666662956362594e-14,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),6.666662956362594e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'a9eec410-bec1-5c48-a443-120c8188785c')",Mesotrione,2.3842922687840485e-14,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),2.3842922687840485e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'e0401210-0377-4670-84af-12247ca20bed')",Aluminium III,2.7648048279893044e-06,kilogram,"('soil',)",emission,Waste Emissions (W),2.7648048279893044e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', '928ba839-d6e5-4d1e-b5fd-122998a9bbe2')","Transformation, from seabed, unspecified",0.00011778697841303326,square meter,"('natural resource', 'land')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', '7705f0e1-5b14-44f4-b330-1245b5c7fc08')",Chromium III,-9.178660846181596e-09,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),9.178660846181596e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '6b3026ac-76b1-493d-bbcc-1281ac24905e')",Propargite,2.5673269827718207e-10,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),2.5673269827718207e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', '29fba89c-b900-4160-a5f1-129916933bca')",Clodinafop-propargyl,-1.7519703518277728e-14,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),1.7519703518277728e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', '36a3d172-7373-507f-85bd-12b8ba31a6d4')",Iodine,1.766381054903187e-07,kilogram,"('natural resource', 'in water')",natural resource,Natural Resources (V),1.766381054903187e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '8f871bab-96dc-49d9-bf08-12cdd0715901')",Zinc II,5.664685246901028e-08,kilogram,"('air', 'low population density, long-term')",emission,Waste Emissions (W),5.664685246901028e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '5e883a00-04e6-4d96-8dce-12d7117c6635')",Benzene,2.0262301430226945e-06,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),2.0262301430226945e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', '23856318-9583-426b-ab04-12e4506b60a8')",Propylene,-3.964170530347057e-08,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),3.964170530347057e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'c24f5894-f95e-4661-ba76-130397348894')",Bromine,1.732679462067567e-09,kilogram,"('air',)",emission,Waste Emissions (W),1.732679462067567e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '2058d91e-bb9f-4fce-8e53-131825b14a23')",Ozone,-8.679977093950476e-06,kilogram,"('air',)",emission,Waste Emissions (W),8.679977093950476e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'd17f1c53-ff95-4005-9f1b-131ca9791cdb')",Chlorine,1.624963880152947e-08,kilogram,"('water', 'ground-')",emission,Waste Emissions (W),1.624963880152947e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '00143719-33a7-5738-aa1b-131f97b4fef3')",Silicon,0.00042595345448764947,kilogram,"('natural resource', 'in ground')",natural resource,Natural Resources (V),0.00042595345448764947,,,1.0,,,
"('ecoinvent-3.12-biosphere', '1d6fd69b-672f-43f2-86a9-13277f83f3cd')",Fluquinconazole,-4.950063532341079e-15,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),4.950063532341079e-15,,,1.0,,,
"('ecoinvent-3.12-biosphere', '718aae06-8453-591a-9aba-133e521b4370')",Fluazinam,6.77491127757357e-12,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),6.77491127757357e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', '7a65d41a-561b-4090-bd81-13672abce16f')",Acetaldehyde,-6.548492103149689e-09,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),6.548492103149689e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'be13179a-7e8b-57f8-9852-137ce88a1525')",Methylamine,7.14403428005259e-11,kilogram,"('air',)",emission,Waste Emissions (W),7.14403428005259e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'f3ff9c50-6401-522c-b1bf-1395ff4ad302')",Florasulam,1.1490183451899384e-13,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),1.1490183451899384e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', '35da65ff-7287-571d-b859-13d398ac5182')",Praseodymium,2.2792099193385695e-09,kilogram,"('natural resource', 'in ground')",natural resource,Natural Resources (V),2.2792099193385695e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'bb33742a-c5d5-4607-805f-13e4d3a155fd')",Toluene,9.820583362081663e-07,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),9.820583362081663e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '01248058-8a0f-40f6-8555-13ec37c7931d')",Sodium I,7.434241875250733e-08,kilogram,"('air', 'low population density, long-term')",emission,Waste Emissions (W),7.434241875250733e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '36a21e09-9ed5-4e04-a76e-140096f89069')",Hazardous waste disposed,0.6776133758330694,kilogram,"('inventory indicator', 'waste')",inventory indicator,,0.6776133758330694,,,1.0,,,
"('ecoinvent-3.12-biosphere', '24752b90-cc53-4198-a442-14196853148d')","Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",1.4884419322256834e-16,kilogram,"('soil',)",emission,Waste Emissions (W),1.4884419322256834e-16,,,1.0,,,
"('ecoinvent-3.12-biosphere', '395bf19a-d3e3-4185-9bee-141fdbfd6afe')",Tribenuron,4.65210386631879e-12,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),4.65210386631879e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'f2e74872-f56d-4e49-8dfd-1428c6fbd59c')",Helium,5.022677768594488e-07,kilogram,"('air',)",emission,Waste Emissions (W),5.022677768594488e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '543a84dd-f4b4-53e8-8d33-142909f0dc34')",Isoproturon,2.2252347013717222e-15,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),2.2252347013717222e-15,,,1.0,,,
"('ecoinvent-3.12-biosphere', '98eb1d16-9d7a-4716-9be4-1449341a832f')",Sodium I,-4.267082711661072e-06,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),4.267082711661072e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', '956c5f83-65c8-4607-9749-147cfb9c8f70')","Occupation, traffic area, rail/road embankment",-0.0029053681885249124,square meter-year,"('natural resource', 'land')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', 'be4835bf-5252-48c1-be48-14f59d533bbd')","Oils, non-fossil",1.0369183857135543e-13,kilogram,"('soil', 'industrial')",emission,Waste Emissions (W),1.0369183857135543e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'e2380d91-f278-41ee-9926-15272a7d1443')",Titanium ion,-9.206742444986484e-10,kilogram,"('water', 'ground-')",emission,Waste Emissions (W),9.206742444986484e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'dcfe0815-6fa3-4e1d-a55e-155b29904f1d')",Nitrogen,5.440223894099602e-07,kilogram,"('water',)",emission,Waste Emissions (W),5.440223894099602e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '04f42988-6207-4d09-a91f-155be8d27eb0')",Hexachlorobenzene,6.313637421921954e-11,kilogram,"('air',)",emission,Waste Emissions (W),6.313637421921954e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'd2885a24-b728-4832-8638-15697630eff9')",Metolachlor,1.869973744065884e-09,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),1.869973744065884e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '926fdcf3-6c44-44e2-acb6-159060ac65cf')",Potassium I,-7.272660547870163e-08,kilogram,"('air', 'low population density, long-term')",emission,Waste Emissions (W),7.272660547870163e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'c91fd4bf-ed70-4e2f-a34f-159773f981b6')",Manganese II,5.69976259797589e-07,kilogram,"('water', 'ocean')",emission,Waste Emissions (W),5.69976259797589e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '9bb73c31-c01d-4384-b567-15c1544ae581')",Sulfuric acid,9.039082025483686e-08,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),9.039082025483686e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '295c9740-6fdb-4676-9eb8-15e3786f713d')","Particulate Matter, > 2.5 um and < 10um",-3.6609701535647365e-05,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),3.6609701535647365e-05,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'db0bac33-49e5-4888-89bd-15f4bfe11e51')",Bifenox,-8.344609454594906e-12,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),8.344609454594906e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', '7a3b6567-5f36-4142-b390-15fbf940e206')",Cumene,7.781511101635536e-05,kilogram,"('water',)",emission,Waste Emissions (W),7.781511101635536e-05,,,1.0,,,
"('ecoinvent-3.12-biosphere', '591de726-f2c7-43ba-8e22-15fd08acc8dc')",Chromium III,3.3207675403364276e-11,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),3.3207675403364276e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'e717f3cc-ac70-4c9b-be56-1614239b917e')","Transformation, from forest, intensive",-0.010574707818503178,square meter,"('natural resource', 'land')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', '9ae11925-3df9-5fde-b7af-1627c0818347')",Quizalofop-ethyl,7.877647867170549e-16,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),7.877647867170549e-16,,,1.0,,,
"('ecoinvent-3.12-biosphere', '70cb318e-811f-5db1-bd98-16670e6d92e2')",Haloxyfop-P,5.0769243949169105e-15,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),5.0769243949169105e-15,,,1.0,,,
"('ecoinvent-3.12-biosphere', '50deb561-3de9-4b25-9b61-1695ad2dd136')",Thallium I,5.76075296083501e-10,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),5.76075296083501e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'fd9a5a38-992d-4c53-9b0f-16a69d37fb54')",Arsine,1.7199990924155325e-14,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),1.7199990924155325e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'af77f4cf-debd-5d89-827e-16b387bd3e01')",Propiconazole,3.8231547864603925e-14,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),3.8231547864603925e-14,,,1.0,,,
